nimi_suomi,laji,laji_selite
Suolakivenkatu,"1",Katu
Suolakivenkuja,"1",Katu
Suomenniemenkuja,"1",Katu
Suomenniementie,"1",Katu
Suomensuontie,"1",Katu
Suonionkatu,"1",Katu
Suonlaita,"1",Katu
Suonotkontie,"1",Katu
Suopursuntie,"1",Katu
Suovakuja,"1",Katu
Suovaniityntie,"1",Katu
Suovatie,"1",Katu
Susitie,"1",Katu
Suunnittelijankatu,"1",Katu
Suuntimokuja,"1",Katu
Suuntimotie,"1",Katu
Suurkaski,"1",Katu
Suurmetsäntie,"1",Katu
Suursuonlaita,"1",Katu
Suursuontie,"1",Katu
Suutarilantie,"1",Katu
Suutarinpolku,"1",Katu
Suutarintie,"1",Katu
Suvanne,"1",Katu
Suvannontie,"1",Katu
Suvikuja,"1",Katu
Suvilahdenkatu,"1",Katu
Suvitie,"1",Katu
Svanströminkuja,"1",Katu
Svanströmintie,"1",Katu
Svartvikinkuja,"1",Katu
Svinhufvudinkuja,"1",Katu
Svinhufvudintie,"1",Katu
Sylvesterinkuja,"1",Katu
Sylvesterintie,"1",Katu
Sysimiehenkuja,"1",Katu
Sysimiehenpolku,"1",Katu
Sysimiehentie,"1",Katu
Syyriankatu,"1",Katu
Syystie,"1",Katu
Sädekuja,"1",Katu
Sädepolku,"1",Katu
Sädetie,"1",Katu
Sähkölaitoksentie,"1",Katu
Sähköttäjänkatu,"1",Katu
Säkkikatu,"1",Katu
Säkylänkuja,"1",Katu
Säkyläntie,"1",Katu
Sänkbackankuja,"1",Katu
Sänkikuja,"1",Katu
Sänkitie,"1",Katu
Särkikuja,"1",Katu
Särkiniementie,"1",Katu
Säterinportti,"1",Katu
Säterintie,"1",Katu
Säveltie,"1",Katu
Säynäskuja,"1",Katu
Säynäslahdentie,"1",Katu
Sääskikuja,"1",Katu
Säästöpankinranta,"1",Katu
Sörnäisten rantatie,"1",Katu
Sörnäistenkatu,"1",Katu
Taavetinkuja,"1",Katu
Taavetti Laitisen katu,"1",Katu
Taavinkuja,"1",Katu
Taimistontie,"1",Katu
Taiteentekijäntie,"1",Katu
Taivaankansi,"1",Katu
Taivaanvuohentie,"1",Katu
Taivaskalliontie,"1",Katu
Takalankuja,"1",Katu
Takalanrinne,"1",Katu
Takalantie,"1",Katu
Takametsäntie,"1",Katu
Takaniementie,"1",Katu
Takaniitynkuja,"1",Katu
Takaniityntie,"1",Katu
Takilatie,"1",Katu
Takkapolku,"1",Katu
Takkatie,"1",Katu
Takomotie,"1",Katu
Takoraudantie,"1",Katu
Talitiaistie,"1",Katu
Talkootie,"1",Katu
Tallbergin puistotie,"1",Katu
Tallberginkatu,"1",Katu
Tallikuja,"1",Katu
Talonpojantie,"1",Katu
Talontie,"1",Katu
Talosaarentie,"1",Katu
Talttakuja,"1",Katu
Talttatie,"1",Katu
Talvelantie,"1",Katu
Tammasaarenkatu,"1",Katu
Tammasaarenlaituri,"1",Katu
Tamminiementie,"1",Katu
Tammisalontie,"1",Katu
Tammitie,"1",Katu
Tamppitie,"1",Katu
Tanelintie,"1",Katu
Tanhuankuja,"1",Katu
Tanhuantie,"1",Katu
Tanotorventie,"1",Katu
Tapanilankaari,"1",Katu
Tapaninkallio,"1",Katu
Tapaninvainiontie,"1",Katu
Tapiolantie,"1",Katu
Tapperinkuja,"1",Katu
Tapulikaupungintie,"1",Katu
Tarkk'ampujankatu,"1",Katu
Tasaisenpellontie,"1",Katu
Tasankotie,"1",Katu
Tattariharjunkuja,"1",Katu
Tattariharjuntie,"1",Katu
Tattarisuontie,"1",Katu
Tatti,"1",Katu
Taulutie,"1",Katu
Tavaststjernankatu,"1",Katu
Teemuntie,"1",Katu
Teerikukonkuja,"1",Katu
Teerikukontie,"1",Katu
Teerisaarentie,"1",Katu
Teerisuonkuja,"1",Katu
Teerisuontie,"1",Katu
Tehtaankatu,"1",Katu
Teininmäki,"1",Katu
Teinintie,"1",Katu
Telakkakatu,"1",Katu
Telatie,"1",Katu
Televisiokatu,"1",Katu
Teljokuja,"1",Katu
Teljäntie,"1",Katu
Telkkäkuja,"1",Katu
Telttakuja,"1",Katu
Temppelikatu,"1",Katu
Tenavatie,"1",Katu
Tenholantie,"1",Katu
Teollisuuskatu,"1",Katu
Teollisuusneuvoksenkatu,"1",Katu
Terhotie,"1",Katu
Terrinkuja,"1",Katu
Terrintie,"1",Katu
Tervapääskynkuja,"1",Katu
Tervapääskynpolku,"1",Katu
Tervasaarenkannas,"1",Katu
Tervastie,"1",Katu
Terveystie,"1",Katu
Teräkuja,"1",Katu
Teuvo Pakkalan tie,"1",Katu
Tietokuja,"1",Katu
Tiilimäki,"1",Katu
Tiilipolku,"1",Katu
Tiilirinne,"1",Katu
Tiiliruukintie,"1",Katu
Tiirasaarentie,"1",Katu
Tiirismaantie,"1",Katu
Tikkurikuja,"1",Katu
Tilanhoitajankaari,"1",Katu
Tilhikuja,"1",Katu
Tilhitie,"1",Katu
Tilkankatu,"1",Katu
Tilkankuja,"1",Katu
Tilkanvierto,"1",Katu
Timonkuja,"1",Katu
Timoteikuja,"1",Katu
Tinasepäntie,"1",Katu
Tinatie,"1",Katu
Tivolitie,"1",Katu
Toinen linja,"1",Katu
Toini Muonan katu,"1",Katu
Toiskantie,"1",Katu
Toivonkatu,"1",Katu
Tolarintie,"1",Katu
Tollintie,"1",Katu
Tomaattikuja,"1",Katu
Topeliuksenkatu,"1",Katu
Vemmelkuja,"1",Katu
Veneentekijänkuja,"1",Katu
Veneentekijäntie,"1",Katu
Venemestarintie,"1",Katu
Venlanpolku,"1",Katu
Venttiilikuja,"1",Katu
Verkakuja,"1",Katu
Verkkosaarenkatu,"1",Katu
Verkkotie,"1",Katu
Veropellontie,"1",Katu
Versokuja,"1",Katu
Veräjämäenkuja,"1",Katu
Veräjämäenpolku,"1",Katu
Veräjämäentie,"1",Katu
Veräjänkorva,"1",Katu
Vesakkotie,"1",Katu
Vesalantie,"1",Katu
Vesannontie,"1",Katu
Vesilinnankatu,"1",Katu
Vesimiehentie,"1",Katu
Vesimyllyntie,"1",Katu
Vesirattaantie,"1",Katu
Vesitasontie,"1",Katu
Vespertie,"1",Katu
Vesuritie,"1",Katu
Vetelintie,"1",Katu
Veteraanikuja,"1",Katu
Veturimiehenkatu,"1",Katu
Veturitie,"1",Katu
Viertolantie,"1",Katu
Viestitie,"1",Katu
Vihdintie,"1",Katu
Vihervarpusenpolku,"1",Katu
Vihervarpusentie,"1",Katu
Vihtakuja,"1",Katu
Vihtorinkuja,"1",Katu
Viidenrajantie,"1",Katu
Viides linja,"1",Katu
Viikinginkuja,"1",Katu
Viikingintie,"1",Katu
Viikinkaari,"1",Katu
Viikinmäentie,"1",Katu
Viikinportinkatu,"1",Katu
Viikinportti,"1",Katu
Viikintie,"1",Katu
Viiktorpantie,"1",Katu
Viilarintie,"1",Katu
Viinenkuja,"1",Katu
Viinentie,"1",Katu
Viipurinkatu,"1",Katu
Viitasuonkuja,"1",Katu
Viitasuontie,"1",Katu
Viittapolku,"1",Katu
Vikkullantie,"1",Katu
Viklakuja,"1",Katu
Vilhonkatu,"1",Katu
Vilhonvuorenkatu,"1",Katu
Vilhonvuorenkuja,"1",Katu
Viljatie,"1",Katu
Viljelijäntie,"1",Katu
Vilkastuksentie,"1",Katu
Vilkenintie,"1",Katu
Vilkmanintie,"1",Katu
Villanella,"1",Katu
Villinginsalmentie,"1",Katu
Vilppulantie,"1",Katu
Violankatu,"1",Katu
Vipusentie,"1",Katu
Virolahdentie,"1",Katu
Vironkatu,"1",Katu
Virtaintie,"1",Katu
Virvatulentie,"1",Katu
Visbynkatu,"1",Katu
Viskaalintie,"1",Katu
Vitsaskuja,"1",Katu
Vitsastie,"1",Katu
Viulutie,"1",Katu
Voikukantie,"1",Katu
Von Daehnin katu,"1",Katu
Voudintie,"1",Katu
Vouti Björnramin kuja,"1",Katu
Vuohikuja,"1",Katu
Vuolukiventie,"1",Katu
Vuorenjuuri,"1",Katu
Vuorenpeikontie,"1",Katu
Vuorensyrjä,"1",Katu
Vuorikatu,"1",Katu
Vuorikummuntie,"1",Katu
Vuorilahdentie,"1",Katu
Vuorilinnakkeentie,"1",Katu
Vuorimiehenkatu,"1",Katu
Vuosaaren satamatie,"1",Katu
Vuosaarentie,"1",Katu
Vuotie,"1",Katu
Vyökatu,"1",Katu
Vähäkaski,"1",Katu
Vähäniitynkuja,"1",Katu
Vähäniityntie,"1",Katu
Vähäntuvantie,"1",Katu
Väinämöisenkatu,"1",Katu
Väinö Auerin katu,"1",Katu
Väinölänkatu,"1",Katu
Väinölänkuja,"1",Katu
Välimetsänkuja,"1",Katu
Välimetsäntie,"1",Katu
Välitalontie,"1",Katu
Välskärinkatu,"1",Katu
Vänrikki Stoolin katu,"1",Katu
Värikuja,"1",Katu
Värjärintie,"1",Katu
Värälänkuja,"1",Katu
Västäräkintie,"1",Katu
Väylänrinne,"1",Katu
Vääksynkuja,"1",Katu
Vääksyntie,"1",Katu
Väärämäentie,"1",Katu
Walentin Chorellin tie,"1",Katu
Wallininkatu,"1",Katu
Wallininkuja,"1",Katu
Wavulinintie,"1",Katu
Wecksellintie,"1",Katu
Willebrandinkuja,"1",Katu
Willebrandintie,"1",Katu
Wäinö Aaltosen tie,"1",Katu
Wäinönkuja,"1",Katu
Yhdistystie,"1",Katu
Yhdyskunnantie,"1",Katu
Yhteistuvankuja,"1",Katu
Ylerminkuja,"1",Katu
Ylermintie,"1",Katu
Yliopistonkatu,"1",Katu
Ylipalontie,"1",Katu
Yliskylänkaari,"1",Katu
Yliskyläntie,"1",Katu
Yllästunturintie,"1",Katu
Ylä-Fallin kuja,"1",Katu
Ylä-Fallin tie,"1",Katu
Yläkaskenkuja,"1",Katu
Yläkaskentie,"1",Katu
Yläkivenrinne,"1",Katu
Yläkiventie,"1",Katu
Ylänkötie,"1",Katu
Ylätuvantie,"1",Katu
Yrityspiha,"1",Katu
Yrjö-Koskisen katu,"1",Katu
Yrjönkatu,"1",Katu
Yrttimaankuja,"1",Katu
Yrttimaantie,"1",Katu
Äestäjänkuja,"1",Katu
Äestäjäntie,"1",Katu
Ähtärintie,"1",Katu
Äijänpolku,"1",Katu
Ässänrinne,"1",Katu
Örskinkuja,"1",Katu
Örskintie,"1",Katu
Uudenkaupungintie,"1",Katu
Uudenmaankatu,"1",Katu
Uudenpellonpolku,"1",Katu
Uudentuvantie,"1",Katu
Uudisraivaajankuja,"1",Katu
Uudisraivaajantie,"1",Katu
Uunilinnunkuja,"1",Katu
Uunisepäntie,"1",Katu
Uurtajantie,"1",Katu
Uusi Porvoontie,"1",Katu
Uussillanrinne,"1",Katu
Uussillantie,"1",Katu
Uutelantie,"1",Katu
Uutiskatu,"1",Katu
Vaajapolku,"1",Katu
Vaakakuja,"1",Katu
Vaakalinnuntie,"1",Katu
Vaakamestarinkuja,"1",Katu
Vaakamestarintie,"1",Katu
Vaakatie,"1",Katu
Vaasankatu,"1",Katu
Vahakuja,"1",Katu
Vahtitie,"1",Katu
Vainiokuja,"1",Katu
Vainiotie,"1",Katu
Vakkatie,"1",Katu
Valakkakuja,"1",Katu
Valakkatie,"1",Katu
Valapolku,"1",Katu
Valhallankatu,"1",Katu
Valimotie,"1",Katu
Valjastie,"1",Katu
Valkamatie,"1",Katu
Valkealantie,"1",Katu
Valkopaadentie,"1",Katu
Valkovuokonpolku,"1",Katu
Vallesmanninkuja,"1",Katu
Vallesmannintie,"1",Katu
Vallilantie,"1",Katu
Vallinkoskentie,"1",Katu
Vallirinne,"1",Katu
Valokaari,"1",Katu
Valpurintie,"1",Katu
Valtimontie,"1",Katu
Valuraudankuja,"1",Katu
Valuraudantie,"1",Katu
Vanajantie,"1",Katu
Vanamotie,"1",Katu
Vanha Hämeenkyläntie,"1",Katu
Vanha Koivuniemenkuja,"1",Katu
Vanha Koivuniementie,"1",Katu
Vanha Nurmijärventie,"1",Katu
Vanha Porvoontie,"1",Katu
Vanha Puistolantie,"1",Katu
Vanha Puroniitynpolku,"1",Katu
Vanha Puroniityntie,"1",Katu
Vanha Rajatie,"1",Katu
Vanha Suutarinkyläntie,"1",Katu
Vanha Tapanilantie,"1",Katu
Vanha Turun maantie,"1",Katu
Vanha Yrttimaantie,"1",Katu
Vanha kelkkamäki,"1",Katu
Vanha sotilastie,"1",Katu
Vanha talvitie,"1",Katu
Vanha viertotie,"1",Katu
Vanhaistentie,"1",Katu
Vanhankaupungintie,"1",Katu
Vanhanlinnantie,"1",Katu
Vanhanväylänkuja,"1",Katu
Vanhaväylä,"1",Katu
Vanhempientie,"1",Katu
Vankkurikuja,"1",Katu
Vannastie,"1",Katu
Vannekuja,"1",Katu
Vannetie,"1",Katu
Vanttitie,"1",Katu
Vapaaherrankuja,"1",Katu
Vapaamuurarinkuja,"1",Katu
Varhelantie,"1",Katu
Varikkotie,"1",Katu
Varjakankuja,"1",Katu
Varjakanvalkama,"1",Katu
Varpustie,"1",Katu
Vartioharjuntie,"1",Katu
Vartiokyläntie,"1",Katu
Varustuksentie,"1",Katu
Vasarakuja,"1",Katu
Vasaratie,"1",Katu
Vaskihuhdankuja,"1",Katu
Vaskihuhdantie,"1",Katu
Vaskiniementie,"1",Katu
Vaskiniitynkuja,"1",Katu
Vaskipellonkuja,"1",Katu
Vaskipellontie,"1",Katu
Vaskisalmenkuja,"1",Katu
Vaskisepänkuja,"1",Katu
Vaskisepäntie,"1",Katu
Vatakuja,"1",Katu
Vattuniemen puistotie,"1",Katu
Vattuniemenkatu,"1",Katu
Vattuniemenkuja,"1",Katu
Vattuniemenranta,"1",Katu
Vedenottamontie,"1",Katu
Vegankatu,"1",Katu
Vehkakuja,"1",Katu
Vehkalahdenkuja,"1",Katu
Vehkalahdentie,"1",Katu
Vehmaistentie,"1",Katu
Vekarapolku,"1",Katu
Veljestenkuja,"1",Katu
Veljestenpiha,"1",Katu
Veljestentie,"1",Katu
Vellamonkatu,"1",Katu
Vellikellontie,"1",Katu
Malmaksentie,"1",Katu
Kaisanmäenkuja,"1",Katu
Kisällinkuja,"1",Katu
Kuilukaari,"1",Katu
Kuilukuja,"1",Katu
Atlantinkatu,"1",Katu
Karibiankatu,"1",Katu
Valkkusuonkuja,"1",Katu
Kuninkaantammenkierto,"1",Katu
Taidemaalarinkatu,"1",Katu
Okrakuja,"1",Katu
Temperankatu,"1",Katu
Ultramariinikuja,"1",Katu
Turkoosikuja,"1",Katu
Kuninkaantammenrinne,"1",Katu
Paletinkierto,"1",Katu
Oranssikuja,"1",Katu
Sinooperikuja,"1",Katu
Pilvenpyörteentie,"1",Katu
Honkasuontie,"1",Katu
Hopeatäpläntie,"1",Katu
Nopsasiiventie,"1",Katu
Virnaperhosentie,"1",Katu
Perhosenkierto,"1",Katu
Ritariperhosentie,"1",Katu
Keltaperhosenpolku,"1",Katu
Keltaperhosenkaari,"1",Katu
Neitoperhosentie,"1",Katu
Haapaperhosentie,"1",Katu
Haapaperhosenpolku,"1",Katu
Leirikuja,"1",Katu
Koksikatu,"1",Katu
Asetelmankatu,"1",Katu
Asetelmankuja,"1",Katu
Muotokuvankatu,"1",Katu
Mirandankatu,"1",Katu
Mirandankuja,"1",Katu
Saaristolaivastonkuja,"1",Katu
Ellidankuja,"1",Katu
Astridinkatu,"1",Katu
Rosalankuja,"1",Katu
Föglönkuja,"1",Katu
Jurmonkuja,"1",Katu
Bensa-asemankuja,"1",Katu
Yhteiskouluntie,"1",Katu
Gotlanninkatu,"1",Katu
Plotinrinne,"1",Katu
Pirkkolan metsätie,"1",Katu
Hetanpasaasi,"1",Katu
Stansvikin rantakatu,"1",Katu
Varisluodonkatu,"1",Katu
Kapteeni Sundmanin katu,"1",Katu
Flöitti Dianan kuja,"1",Katu
Priki Venuksen kuja,"1",Katu
Kaljaasi Auroran kuja,"1",Katu
Fregatti Dygdenin kuja,"1",Katu
Kaljaasi Fortunan katu,"1",Katu
Priki Johannan kuja,"1",Katu
Vinsentinkatu,"1",Katu
Aallonhalkoja,"1",Katu
Loviseholminkuja,"1",Katu
Viskaalinpolku,"1",Katu
Jamaikankatu,"1",Katu
Kuubankatu,"1",Katu
Panamankuja,"1",Katu
Panamankatu,"1",Katu
Barbadoksenkatu,"1",Katu
Barbadoksenkuja,"1",Katu
Bahamankatu,"1",Katu
Bermudankatu,"1",Katu
Kanariankatu,"1",Katu
Haitinkuja,"1",Katu
Sinkilätie,"1",Katu
Veturitallinkuja,"1",Katu
Firdonkatu,"1",Katu
Yliskylän puistokatu,"1",Katu
Pertunkuja,"1",Katu
Pertunsuora,"1",Katu
Peltokylänkuja,"1",Katu
Örnvikinkuja,"1",Katu
Malmin sairaalan katu,"1",Katu
Unioninakseli,"1",Katu
Malmin sairaalan kuja,"1",Katu
Capellanranta,"1",Katu
Ruususenrinne,"1",Katu
Werner Wirénin tie,"1",Katu
Mellunmäenraitio,"1",Katu
Laivapojankuja,"1",Katu
Nupitie,"1",Katu
Azorienkuja,"1",Katu
Kanariankuja,"1",Katu
Laivakoirankatu,"1",Katu
Mustinkuja,"1",Katu
Pitkäkoskentie,"1",Katu
Vedenkierto,"1",Katu
Pitkäkoskenkuja,"1",Katu
Vesimittarinkuja,"1",Katu
Vesimittarinkatu,"1",Katu
Pilkkikatu,"1",Katu
Verkkoneula,"1",Katu
Maisemamaalauksenkatu,"1",Katu
Bunkkerinkuja,"1",Katu
Radioportti,"1",Katu
Höyrykatu,"1",Katu
Laskumäki,"1",Katu
Tenderinlenkki,"1",Katu
Tulistimenkatu,"1",Katu
Tulistimenkuja,"1",Katu
Jokipoikasenkaari,"1",Katu
Jokipoikasentie,"1",Katu
Smoltinkaari,"1",Katu
Smoltinkuja,"1",Katu
Ramppi,"1",Katu
Mieritzinranta,"1",Katu
Helge Nymanin kuja,"1",Katu
Kirjekatu,"1",Katu
Leimasinkatu,"1",Katu
Salamanterinkuja,"1",Katu
Kippikuja,"1",Katu
Pitkäluodonkatu,"1",Katu
Mustekuja,"1",Katu
Rullakkokuja,"1",Katu
Nihdinlaituri,"1",Katu
Kuormakatu,"1",Katu
Kollikatu,"1",Katu
Lavakatu,"1",Katu
Pakettikatu,"1",Katu
Rullakkokatu,"1",Katu
Kultakruununkaari,"1",Katu
Helvi Leiviskän kuja,"1",Katu
Merihaankatu,"1",Katu
Signe Branderin terassi,"1",Katu
Miina Sillanpään katu,"1",Katu
Tihtaalinkatu,"1",Katu
Kivalterinkuja,"1",Katu
Kotieläimentie,"1",Katu
Kuormakuja,"1",Katu
Eskolankaari,"1",Katu
Merikapteeninkuja,"1",Katu
Näkinkulku,"1",Katu
Signe Branderin kuja,"1",Katu
Filatelistinkuja,"1",Katu
Filatelistinkatu,"1",Katu
Sähkekatu,"1",Katu
Ilmasillantie,"1",Katu
Kaivoshuvilankuja,"1",Katu
Konttisatamankatu,"1",Katu
Konttinosturinkuja,"1",Katu
Koukkupojankuja,"1",Katu
Kraanakuskinkuja,"1",Katu
Manttelimiehenkuja,"1",Katu
Nihdinranta,"1",Katu
Pinkkarinkuja,"1",Katu
Mosaiikkikuja,"1",Katu
Larin Kyöstin polku,"1",Katu
Vallilanraitio,"1",Katu
Orkotie,"1",Katu
Viherniemenkatu,"1",Katu
Hakaniemenkuja,"1",Katu
Kirstinkatu,"1",Katu
Arkadiankatu,"1",Katu
Törmätie,"1",Katu
Turjantie,"1",Katu
Postiljooninkatu,"1",Katu
Puroniitynmäki,"1",Katu
Susiraja,"1",Katu
Degermosantie,"1",Katu
Ollinraitio,"1",Katu
K. A. Fagerholmin kuja,"1",Katu
Punaisen Ristin kuja,"1",Katu
Laivastokulku,"1",Katu
Kaarelankulku,"1",Katu
Pasilan Tornikuja,"1",Katu
Muotoilijankuja,"1",Katu
Gustafsberginkatu,"1",Katu
Lepistönkatu,"1",Katu
Oskarsberginkatu,"1",Katu
Suistolankatu,"1",Katu
Vanha Viipurin maantie,"1",Katu
Niinisaarenpolku,"1",Katu
Kaupunkiradankuja,"1",Katu
Malmin lentoaseman katu,"1",Katu
Pulkovonkuja,"1",Katu
Spilvenkuja,"1",Katu
Tempelhofinkatu,"1",Katu
Brommankatu,"1",Katu
Kastrupinkatu,"1",Katu
Vesipääskynkuja,"1",Katu
Kevätpuunkuja,"1",Katu
Särkipolku,"1",Katu
Hakaniemenkatu,"1",Katu
Kalmistonkaari,"1",Katu
Kalmiston puistotie,"1",Katu
Kivinokantie,"1",Katu
Kulosaaren kartanon tie,"1",Katu
Isonkyröntie,"1",Katu
Kumpulankatu,"1",Katu
Petsamontie,"1",Katu
Ampeerikatu,"1",Katu
Kuvernöörinkuja,"1",Katu
Huopakatonkuja,"1",Katu
Katontekijänkatu,"1",Katu
Ormuspellonraitio,"1",Katu
Levankikuja,"1",Katu
Laila Kinnusen katu,"1",Katu
Olavi Virran katu,"1",Katu
Albumikatu,"1",Katu
Annikki Tähden katu,"1",Katu
Erik Lindströmin katu,"1",Katu
Iskelmäkatu,"1",Katu
Kerttu Mustosen katu,"1",Katu
Kultalevynkatu,"1",Katu
Tempokuja,"1",Katu
Toivelevynkatu,"1",Katu
Viilarinkuja,"1",Katu
Varikkokuja,"1",Katu
Kytkintangonkuja,"1",Katu
Harustie,"1",Katu
